Gen_num,Gen_name,Bus,Tech,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
491,221_Gas_CT_Cand,221,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
492,223_Gas_CT_Cand,223,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
493,301_Gas_CT_Cand,301,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
494,302_Gas_CT_Cand,302,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
495,307_Gas_CT_Cand,307,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
496,313_Gas_CT_Cand,313,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
497,315_Gas_CT_Cand,315,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
498,318_Gas_CT_Cand,318,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
499,321_Gas_CT_Cand,321,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
500,323_Gas_CT_Cand,323,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
501,322_Gas_CT_Cand,322,Gas_CT_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
502,107_Gas_CC_Cand,107,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
503,113_Gas_CC_Cand,113,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
504,118_Gas_CC_Cand,118,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
505,123_Gas_CC_Cand,123,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
506,207_Gas_CC_Cand,207,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
507,213_Gas_CC_Cand,213,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
508,215_Gas_CC_Cand,215,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
509,218_Gas_CC_Cand,218,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
510,221_Gas_CC_Cand,221,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
511,223_Gas_CC_Cand,223,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
512,301_Gas_CC_Cand,301,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
513,302_Gas_CC_Cand,302,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
514,307_Gas_CC_Cand,307,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
515,313_Gas_CC_Cand,313,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
516,315_Gas_CC_Cand,315,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
517,318_Gas_CC_Cand,318,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
518,321_Gas_CC_Cand,321,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
519,323_Gas_CC_Cand,323,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
520,322_Gas_CC_Cand,322,Gas_CC_Cand,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722,3.88722
521,107_SMR_Cand,107,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
522,113_SMR_Cand,113,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
523,118_SMR_Cand,118,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
524,123_SMR_Cand,123,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
525,207_SMR_Cand,207,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
526,213_SMR_Cand,213,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
527,215_SMR_Cand,215,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
528,218_SMR_Cand,218,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
529,221_SMR_Cand,221,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
530,223_SMR_Cand,223,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
531,301_SMR_Cand,301,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
532,302_SMR_Cand,302,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
533,307_SMR_Cand,307,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
534,313_SMR_Cand,313,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
535,315_SMR_Cand,315,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
536,318_SMR_Cand,318,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
537,321_SMR_Cand,321,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
538,323_SMR_Cand,323,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
539,322_SMR_Cand,322,SMR_Cand,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
