Gen_num,Gen_name,Bus_num,Bus,Tech,Tech_Num,Cap,MinCap,CandCap,SystCap,PlannedYr,RetYr,RetCap,CapCred,LeadTime,YearAvail,HR,FOM,VOM,PTC,ITC,Lifetime,Ramp,FOR,CO2,SO2,NO2,TransAdder,MTTF,MTTR
157,210_Solar_Cand,210,Banks,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
158,211_Solar_Cand,211,Bardeen,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
159,212_Solar_Cand,212,Barkla,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
160,213_Solar_Cand,213,Barlow,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
161,214_Solar_Cand,214,Barry,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
162,215_Solar_Cand,215,Barton,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
163,216_Solar_Cand,216,Basov,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
164,217_Solar_Cand,217,Bates,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
165,218_Solar_Cand,218,Bayle,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
166,219_Solar_Cand,219,Bede,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
167,220_Solar_Cand,220,Beethoven,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
168,221_Solar_Cand,221,Behring,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
169,222_Solar_Cand,222,Bell,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
170,223_Solar_Cand,223,Bloch,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
171,224_Solar_Cand,224,Bordet,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
172,301_Solar_Cand,301,Cabell,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
173,302_Solar_Cand,302,Cabot,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
174,303_Solar_Cand,303,Caesar,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
175,304_Solar_Cand,304,Caine,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
176,305_Solar_Cand,305,Calvin,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
177,306_Solar_Cand,306,Camus,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
178,307_Solar_Cand,307,Carew,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
179,308_Solar_Cand,308,Carrel,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
180,309_Solar_Cand,309,Carter,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
181,310_Solar_Cand,310,Caruso,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
182,311_Solar_Cand,311,Cary,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
183,312_Solar_Cand,312,Caxton,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
184,313_Solar_Cand,313,Cecil,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
185,314_Solar_Cand,314,Chain,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
186,315_Solar_Cand,315,Chase,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
187,316_Solar_Cand,316,Chifa,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
188,317_Solar_Cand,317,Chuhsi,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
189,318_Solar_Cand,318,Clark,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
190,319_Solar_Cand,319,Clay,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
191,320_Solar_Cand,320,Clive,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
192,321_Solar_Cand,321,Cobb,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
193,322_Solar_Cand,322,Cole,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
194,323_Solar_Cand,323,Comte,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
195,324_Solar_Cand,324,Curie,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
196,325_Solar_Cand,325,Curtiss,Solar_Cand,16,0,0,100,500,0,0,0,0.28,0,2020,0,17230.25,0,26,0,20,0,0,0,0,0,0,0,0
197,101_Wind_Cand,101,Abel,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
198,102_Wind_Cand,102,Adams,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
199,103_Wind_Cand,103,Adler,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
200,104_Wind_Cand,104,Agricola,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
201,105_Wind_Cand,105,Aiken,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
202,106_Wind_Cand,106,Alber,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
203,107_Wind_Cand,107,Alder,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
204,108_Wind_Cand,108,Alger,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
205,109_Wind_Cand,109,Ali,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
206,110_Wind_Cand,110,Allen,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
207,111_Wind_Cand,111,Anna,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
208,112_Wind_Cand,112,Archer,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
209,113_Wind_Cand,113,Arne,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
210,114_Wind_Cand,114,Arnold,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
211,115_Wind_Cand,115,Arthur,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
212,116_Wind_Cand,116,Asser,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
213,117_Wind_Cand,117,Aston,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
214,118_Wind_Cand,118,Astor,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
215,119_Wind_Cand,119,Attar,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
216,120_Wind_Cand,120,Attila,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
217,121_Wind_Cand,121,Attlee,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
218,122_Wind_Cand,122,Aubrey,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
219,123_Wind_Cand,123,Austen,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
220,124_Wind_Cand,124,Avery,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
221,201_Wind_Cand,201,Bach,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
222,202_Wind_Cand,202,Bacon,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
223,203_Wind_Cand,203,Baffin,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
224,204_Wind_Cand,204,Bailey,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
225,205_Wind_Cand,205,Bain,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
226,206_Wind_Cand,206,Bajer,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
227,207_Wind_Cand,207,Baker,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
228,208_Wind_Cand,208,Balch,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
229,209_Wind_Cand,209,Balzac,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
230,210_Wind_Cand,210,Banks,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
231,211_Wind_Cand,211,Bardeen,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
232,212_Wind_Cand,212,Barkla,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
233,213_Wind_Cand,213,Barlow,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
234,214_Wind_Cand,214,Barry,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
235,215_Wind_Cand,215,Barton,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
236,216_Wind_Cand,216,Basov,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
237,217_Wind_Cand,217,Bates,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
238,218_Wind_Cand,218,Bayle,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
239,219_Wind_Cand,219,Bede,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
240,220_Wind_Cand,220,Beethoven,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
241,221_Wind_Cand,221,Behring,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
242,222_Wind_Cand,222,Bell,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
243,223_Wind_Cand,223,Bloch,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
244,224_Wind_Cand,224,Bordet,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
245,301_Wind_Cand,301,Cabell,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
246,302_Wind_Cand,302,Cabot,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
247,303_Wind_Cand,303,Caesar,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
248,304_Wind_Cand,304,Caine,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
249,305_Wind_Cand,305,Calvin,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
250,306_Wind_Cand,306,Camus,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
251,307_Wind_Cand,307,Carew,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
252,308_Wind_Cand,308,Carrel,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
253,309_Wind_Cand,309,Carter,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
254,310_Wind_Cand,310,Caruso,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
255,311_Wind_Cand,311,Cary,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
256,312_Wind_Cand,312,Caxton,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
257,313_Wind_Cand,313,Cecil,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
258,314_Wind_Cand,314,Chain,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
259,315_Wind_Cand,315,Chase,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
260,316_Wind_Cand,316,Chifa,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
261,317_Wind_Cand,317,Chuhsi,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
262,318_Wind_Cand,318,Clark,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
263,319_Wind_Cand,319,Clay,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
264,320_Wind_Cand,320,Clive,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
265,321_Wind_Cand,321,Cobb,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
266,322_Wind_Cand,322,Cole,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
267,323_Wind_Cand,323,Comte,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
268,324_Wind_Cand,324,Curie,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
269,325_Wind_Cand,325,Curtiss,Wind_Cand,15,0,0,100,500,0,0,0,0.39,0,2020,0,30152.9375,0,26,0,20,0,0,0,0,0,0,0,0
270,102_Li_Ion_Cand,102,Adams,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
271,103_Li_Ion_Cand,103,Adler,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
272,104_Li_Ion_Cand,104,Agricola,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
273,105_Li_Ion_Cand,105,Aiken,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
274,106_Li_Ion_Cand,106,Alber,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
275,107_Li_Ion_Cand,107,Alder,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
276,108_Li_Ion_Cand,108,Alger,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
277,109_Li_Ion_Cand,109,Ali,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
278,110_Li_Ion_Cand,110,Allen,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
279,111_Li_Ion_Cand,111,Anna,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
280,112_Li_Ion_Cand,112,Archer,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
281,113_Li_Ion_Cand,113,Arne,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
282,114_Li_Ion_Cand,114,Arnold,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
283,115_Li_Ion_Cand,115,Arthur,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
284,116_Li_Ion_Cand,116,Asser,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
285,117_Li_Ion_Cand,117,Aston,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
286,118_Li_Ion_Cand,118,Astor,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
287,119_Li_Ion_Cand,119,Attar,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
288,120_Li_Ion_Cand,120,Attila,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
289,121_Li_Ion_Cand,121,Attlee,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
290,122_Li_Ion_Cand,122,Aubrey,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
291,123_Li_Ion_Cand,123,Austen,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
292,124_Li_Ion_Cand,124,Avery,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
293,201_Li_Ion_Cand,201,Bach,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
294,202_Li_Ion_Cand,202,Bacon,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
295,203_Li_Ion_Cand,203,Baffin,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
296,204_Li_Ion_Cand,204,Bailey,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
297,205_Li_Ion_Cand,205,Bain,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
298,206_Li_Ion_Cand,206,Bajer,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
299,207_Li_Ion_Cand,207,Baker,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
300,208_Li_Ion_Cand,208,Balch,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
301,209_Li_Ion_Cand,209,Balzac,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
302,210_Li_Ion_Cand,210,Banks,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
303,211_Li_Ion_Cand,211,Bardeen,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
304,212_Li_Ion_Cand,212,Barkla,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
305,213_Li_Ion_Cand,213,Barlow,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
306,214_Li_Ion_Cand,214,Barry,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
307,215_Li_Ion_Cand,215,Barton,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
308,217_Li_Ion_Cand,217,Bates,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
309,216_Li_Ion_Cand,216,Basov,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
310,218_Li_Ion_Cand,218,Bayle,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
311,219_Li_Ion_Cand,219,Bede,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
312,220_Li_Ion_Cand,220,Beethoven,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
313,221_Li_Ion_Cand,221,Behring,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
314,222_Li_Ion_Cand,222,Bell,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
315,223_Li_Ion_Cand,223,Bloch,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
316,224_Li_Ion_Cand,224,Bordet,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
317,301_Li_Ion_Cand,301,Cabell,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
