Gen_num,Gen_name,Bus_num,Bus,Tech,Tech_Num,LAT,LON
333,222_Flow_Cand,222,Bell,Flow_Cand,23,36.3309810416,-115.2902095
334,223_Flow_Cand,223,Bloch,Flow_Cand,23,35.824349648,-115.536445586
335,301_Flow_Cand,301,Cabell,Flow_Cand,23,35.0475821979,-118.821765372
336,302_Flow_Cand,302,Cabot,Flow_Cand,23,35.0299368836,-118.86485954
337,303_Flow_Cand,303,Caesar,Flow_Cand,23,35.2175425288,-118.043549932
338,307_Flow_Cand,307,Carew,Flow_Cand,23,34.1012656245,-118.878177963
339,308_Flow_Cand,308,Carrel,Flow_Cand,23,34.2247178422,-118.654257924
340,309_Flow_Cand,309,Carter,Flow_Cand,23,34.7357579346,-118.127342032
341,310_Flow_Cand,310,Caruso,Flow_Cand,23,34.7293159072,-118.104524763
342,312_Flow_Cand,312,Caxton,Flow_Cand,23,34.7229630722,-118.119887368
343,313_Flow_Cand,313,Cecil,Flow_Cand,23,34.2652681351,-118.018855064
344,314_Flow_Cand,314,Chain,Flow_Cand,23,34.9449642304,-117.684879151
345,315_Flow_Cand,315,Chase,Flow_Cand,23,35.2659701248,-117.386433534
346,316_Flow_Cand,316,Chifa,Flow_Cand,23,35.138367105,-117.25158864
347,317_Flow_Cand,317,Chuhsi,Flow_Cand,23,35.3784334079,-117.055829458
348,318_Flow_Cand,318,Clark,Flow_Cand,23,35.5058132288,-116.976571399
349,319_Flow_Cand,319,Clay,Flow_Cand,23,34.9176311996,-117.124419518
350,320_Flow_Cand,320,Clive,Flow_Cand,23,34.4624656255,-117.063508273
351,321_Flow_Cand,321,Cobb,Flow_Cand,23,35.7453443807,-117.115362793
352,322_Flow_Cand,322,Cole,Flow_Cand,23,36.4389584791,-117.485271734
353,323_Flow_Cand,323,Comte,Flow_Cand,23,34.2530033694,-117.113221062
354,102_Therm_Cand,102,Adams,Therm_Cand,26,33.3576784424,-113.825933492
355,103_Therm_Cand,103,Adler,Therm_Cand,26,33.5368328224,-114.670399127
356,104_Therm_Cand,104,Agricola,Therm_Cand,26,33.8123035235,-113.825419052
357,107_Therm_Cand,107,Alder,Therm_Cand,26,34.6972619565,-113.701308807
358,113_Therm_Cand,113,Arne,Therm_Cand,26,34.3542803354,-114.274656952
359,115_Therm_Cand,115,Arthur,Therm_Cand,26,33.5061837182,-115.329508431
360,116_Therm_Cand,116,Asser,Therm_Cand,26,33.661031241,-115.321058013
361,118_Therm_Cand,118,Astor,Therm_Cand,26,33.5445308225,-115.799955998
362,119_Therm_Cand,119,Attar,Therm_Cand,26,33.8690789137,-115.369130552
363,121_Therm_Cand,121,Attlee,Therm_Cand,26,33.5271214704,-116.070777995
364,122_Therm_Cand,122,Aubrey,Therm_Cand,26,32.8188640659,-116.324347339
365,123_Therm_Cand,123,Austen,Therm_Cand,26,34.382000271,-115.068788423
366,201_Therm_Cand,201,Bach,Therm_Cand,26,36.2556635986,-113.721495941
367,202_Therm_Cand,202,Bacon,Therm_Cand,26,36.2899625624,-113.745998474
368,207_Therm_Cand,207,Baker,Therm_Cand,26,36.0524666349,-113.082849386
369,212_Therm_Cand,212,Barkla,Therm_Cand,26,35.7914453835,-114.146165073
370,213_Therm_Cand,213,Barlow,Therm_Cand,26,36.1460954035,-114.622896434
371,215_Therm_Cand,215,Barton,Therm_Cand,26,35.148590889,-114.575774314
372,216_Therm_Cand,216,Basov,Therm_Cand,26,35.261489569,-114.730762649
373,218_Therm_Cand,218,Bayle,Therm_Cand,26,35.1149069391,-115.077882263
374,221_Therm_Cand,221,Behring,Therm_Cand,26,35.3163216007,-115.197942427
375,222_Therm_Cand,222,Bell,Therm_Cand,26,36.3309810416,-115.2902095
376,223_Therm_Cand,223,Bloch,Therm_Cand,26,35.824349648,-115.536445586
377,301_Therm_Cand,301,Cabell,Therm_Cand,26,35.0475821979,-118.821765372
378,302_Therm_Cand,302,Cabot,Therm_Cand,26,35.0299368836,-118.86485954
379,303_Therm_Cand,303,Caesar,Therm_Cand,26,35.2175425288,-118.043549932
380,307_Therm_Cand,307,Carew,Therm_Cand,26,34.1012656245,-118.878177963
381,308_Therm_Cand,308,Carrel,Therm_Cand,26,34.2247178422,-118.654257924
382,309_Therm_Cand,309,Carter,Therm_Cand,26,34.7357579346,-118.127342032
383,310_Therm_Cand,310,Caruso,Therm_Cand,26,34.7293159072,-118.104524763
384,312_Therm_Cand,312,Caxton,Therm_Cand,26,34.7229630722,-118.119887368
385,313_Therm_Cand,313,Cecil,Therm_Cand,26,34.2652681351,-118.018855064
386,314_Therm_Cand,314,Chain,Therm_Cand,26,34.9449642304,-117.684879151
387,315_Therm_Cand,315,Chase,Therm_Cand,26,35.2659701248,-117.386433534
388,316_Therm_Cand,316,Chifa,Therm_Cand,26,35.138367105,-117.25158864
389,317_Therm_Cand,317,Chuhsi,Therm_Cand,26,35.3784334079,-117.055829458
390,318_Therm_Cand,318,Clark,Therm_Cand,26,35.5058132288,-116.976571399
391,319_Therm_Cand,319,Clay,Therm_Cand,26,34.9176311996,-117.124419518
392,320_Therm_Cand,320,Clive,Therm_Cand,26,34.4624656255,-117.063508273
393,321_Therm_Cand,321,Cobb,Therm_Cand,26,35.7453443807,-117.115362793
394,322_Therm_Cand,322,Cole,Therm_Cand,26,36.4389584791,-117.485271734
395,323_Therm_Cand,323,Comte,Therm_Cand,26,34.2530033694,-117.113221062
396,105_Li_Ion_Cand,105,Aiken,Li_Ion_Cand,22,33.6595598392,-113.999023095
397,106_Li_Ion_Cand,106,Alber,Li_Ion_Cand,22,33.7380364461,-114.181924176
398,108_Li_Ion_Cand,108,Alger,Li_Ion_Cand,22,34.4592107958,-113.761643582
399,109_Li_Ion_Cand,109,Ali,Li_Ion_Cand,22,33.9204362729,-114.308280962
400,110_Li_Ion_Cand,110,Allen,Li_Ion_Cand,22,33.91279307,-114.292964553
401,111_Li_Ion_Cand,111,Anna,Li_Ion_Cand,22,33.9043860736,-114.301117722
402,112_Li_Ion_Cand,112,Archer,Li_Ion_Cand,22,33.9108660143,-114.313402427
403,114_Li_Ion_Cand,114,Arnold,Li_Ion_Cand,22,33.7770860921,-114.819911267
404,117_Li_Ion_Cand,117,Aston,Li_Ion_Cand,22,33.5752325484,-115.640808726
405,120_Li_Ion_Cand,120,Attila,Li_Ion_Cand,22,34.2445785929,-115.262469926
406,124_Li_Ion_Cand,124,Avery,Li_Ion_Cand,22,33.5429650607,-114.656488278
407,203_Li_Ion_Cand,203,Baffin,Li_Ion_Cand,22,35.3544022625,-113.975933629
408,204_Li_Ion_Cand,204,Bailey,Li_Ion_Cand,22,36.1902923135,-114.221868153
409,205_Li_Ion_Cand,205,Bain,Li_Ion_Cand,22,36.0792295088,-113.983041183
410,206_Li_Ion_Cand,206,Bajer,Li_Ion_Cand,22,35.787397173,-113.890346787
411,208_Li_Ion_Cand,208,Balch,Li_Ion_Cand,22,35.9338142079,-113.317701119
412,209_Li_Ion_Cand,209,Balzac,Li_Ion_Cand,22,35.8051073259,-114.150832502
413,210_Li_Ion_Cand,210,Banks,Li_Ion_Cand,22,35.7878234078,-114.162881451
414,211_Li_Ion_Cand,211,Bardeen,Li_Ion_Cand,22,35.8014848281,-114.167551621
415,214_Li_Ion_Cand,214,Barry,Li_Ion_Cand,22,35.5676111304,-114.492568426
416,217_Li_Ion_Cand,217,Bates,Li_Ion_Cand,22,35.0877489009,-114.921163573
417,219_Li_Ion_Cand,219,Bede,Li_Ion_Cand,22,35.4192172019,-114.979181721
418,220_Li_Ion_Cand,220,Beethoven,Li_Ion_Cand,22,35.6466955481,-115.446586888
419,224_Li_Ion_Cand,224,Bordet,Li_Ion_Cand,22,35.356437515,-113.960252513
420,304_Li_Ion_Cand,304,Caine,Li_Ion_Cand,22,34.6320914545,-118.563585314
421,305_Li_Ion_Cand,305,Calvin,Li_Ion_Cand,22,34.8738848798,-118.510487334
422,306_Li_Ion_Cand,306,Camus,Li_Ion_Cand,22,34.8871676415,-118.276199699
423,311_Li_Ion_Cand,311,Cary,Li_Ion_Cand,22,34.7420938654,-118.111933172
424,325_Li_Ion_Cand,325,Curtiss,Li_Ion_Cand,22,34.2518913135,-117.128977233
425,105_Flow_Cand,105,Aiken,Flow_Cand,23,33.6595598392,-113.999023095
426,106_Flow_Cand,106,Alber,Flow_Cand,23,33.7380364461,-114.181924176
427,108_Flow_Cand,108,Alger,Flow_Cand,23,34.4592107958,-113.761643582
428,109_Flow_Cand,109,Ali,Flow_Cand,23,33.9204362729,-114.308280962
429,110_Flow_Cand,110,Allen,Flow_Cand,23,33.91279307,-114.292964553
430,111_Flow_Cand,111,Anna,Flow_Cand,23,33.9043860736,-114.301117722
431,112_Flow_Cand,112,Archer,Flow_Cand,23,33.9108660143,-114.313402427
432,114_Flow_Cand,114,Arnold,Flow_Cand,23,33.7770860921,-114.819911267
433,117_Flow_Cand,117,Aston,Flow_Cand,23,33.5752325484,-115.640808726
434,120_Flow_Cand,120,Attila,Flow_Cand,23,34.2445785929,-115.262469926
435,124_Flow_Cand,124,Avery,Flow_Cand,23,33.5429650607,-114.656488278
436,203_Flow_Cand,203,Baffin,Flow_Cand,23,35.3544022625,-113.975933629
437,204_Flow_Cand,204,Bailey,Flow_Cand,23,36.1902923135,-114.221868153
438,205_Flow_Cand,205,Bain,Flow_Cand,23,36.0792295088,-113.983041183
439,206_Flow_Cand,206,Bajer,Flow_Cand,23,35.787397173,-113.890346787
440,208_Flow_Cand,208,Balch,Flow_Cand,23,35.9338142079,-113.317701119
441,209_Flow_Cand,209,Balzac,Flow_Cand,23,35.8051073259,-114.150832502
442,210_Flow_Cand,210,Banks,Flow_Cand,23,35.7878234078,-114.162881451
443,211_Flow_Cand,211,Bardeen,Flow_Cand,23,35.8014848281,-114.167551621
444,214_Flow_Cand,214,Barry,Flow_Cand,23,35.5676111304,-114.492568426
445,217_Flow_Cand,217,Bates,Flow_Cand,23,35.0877489009,-114.921163573
446,219_Flow_Cand,219,Bede,Flow_Cand,23,35.4192172019,-114.979181721
447,220_Flow_Cand,220,Beethoven,Flow_Cand,23,35.6466955481,-115.446586888
448,224_Flow_Cand,224,Bordet,Flow_Cand,23,35.356437515,-113.960252513
449,304_Flow_Cand,304,Caine,Flow_Cand,23,34.6320914545,-118.563585314
450,305_Flow_Cand,305,Calvin,Flow_Cand,23,34.8738848798,-118.510487334
451,306_Flow_Cand,306,Camus,Flow_Cand,23,34.8871676415,-118.276199699
452,311_Flow_Cand,311,Cary,Flow_Cand,23,34.7420938654,-118.111933172
453,325_Flow_Cand,325,Curtiss,Flow_Cand,23,34.2518913135,-117.128977233
454,105_Therm_Cand,105,Aiken,Therm_Cand,26,33.6595598392,-113.999023095
455,106_Therm_Cand,106,Alber,Therm_Cand,26,33.7380364461,-114.181924176
456,108_Therm_Cand,108,Alger,Therm_Cand,26,34.4592107958,-113.761643582
457,109_Therm_Cand,109,Ali,Therm_Cand,26,33.9204362729,-114.308280962
458,110_Therm_Cand,110,Allen,Therm_Cand,26,33.91279307,-114.292964553
459,111_Therm_Cand,111,Anna,Therm_Cand,26,33.9043860736,-114.301117722
460,112_Therm_Cand,112,Archer,Therm_Cand,26,33.9108660143,-114.313402427
461,114_Therm_Cand,114,Arnold,Therm_Cand,26,33.7770860921,-114.819911267
462,117_Therm_Cand,117,Aston,Therm_Cand,26,33.5752325484,-115.640808726
463,120_Therm_Cand,120,Attila,Therm_Cand,26,34.2445785929,-115.262469926
464,124_Therm_Cand,124,Avery,Therm_Cand,26,33.5429650607,-114.656488278
465,203_Therm_Cand,203,Baffin,Therm_Cand,26,35.3544022625,-113.975933629
466,204_Therm_Cand,204,Bailey,Therm_Cand,26,36.1902923135,-114.221868153
467,205_Therm_Cand,205,Bain,Therm_Cand,26,36.0792295088,-113.983041183
468,206_Therm_Cand,206,Bajer,Therm_Cand,26,35.787397173,-113.890346787
469,208_Therm_Cand,208,Balch,Therm_Cand,26,35.9338142079,-113.317701119
470,209_Therm_Cand,209,Balzac,Therm_Cand,26,35.8051073259,-114.150832502
471,210_Therm_Cand,210,Banks,Therm_Cand,26,35.7878234078,-114.162881451
472,211_Therm_Cand,211,Bardeen,Therm_Cand,26,35.8014848281,-114.167551621
473,214_Therm_Cand,214,Barry,Therm_Cand,26,35.5676111304,-114.492568426
474,217_Therm_Cand,217,Bates,Therm_Cand,26,35.0877489009,-114.921163573
475,219_Therm_Cand,219,Bede,Therm_Cand,26,35.4192172019,-114.979181721
476,220_Therm_Cand,220,Beethoven,Therm_Cand,26,35.6466955481,-115.446586888
477,224_Therm_Cand,224,Bordet,Therm_Cand,26,35.356437515,-113.960252513
478,304_Therm_Cand,304,Caine,Therm_Cand,26,34.6320914545,-118.563585314
479,305_Therm_Cand,305,Calvin,Therm_Cand,26,34.8738848798,-118.510487334
480,306_Therm_Cand,306,Camus,Therm_Cand,26,34.8871676415,-118.276199699
481,311_Therm_Cand,311,Cary,Therm_Cand,26,34.7420938654,-118.111933172
482,325_Therm_Cand,325,Curtiss,Therm_Cand,26,34.2518913135,-117.128977233
483,107_Gas_CT_Cand,107,Alder,Gas_CT_Cand,13,34.6972619565,-113.701308807
484,113_Gas_CT_Cand,113,Arne,Gas_CT_Cand,13,34.3542803354,-114.274656952
485,118_Gas_CT_Cand,118,Astor,Gas_CT_Cand,13,33.5445308225,-115.799955998
486,123_Gas_CT_Cand,123,Austen,Gas_CT_Cand,13,34.382000271,-115.068788423
487,207_Gas_CT_Cand,207,Baker,Gas_CT_Cand,13,36.0524666349,-113.082849386
488,213_Gas_CT_Cand,213,Barlow,Gas_CT_Cand,13,36.1460954035,-114.622896434
489,215_Gas_CT_Cand,215,Barton,Gas_CT_Cand,13,35.148590889,-114.575774314
490,218_Gas_CT_Cand,218,Bayle,Gas_CT_Cand,13,35.1149069391,-115.077882263
491,221_Gas_CT_Cand,221,Behring,Gas_CT_Cand,13,35.3163216007,-115.197942427
492,223_Gas_CT_Cand,223,Bloch,Gas_CT_Cand,13,35.824349648,-115.536445586
493,301_Gas_CT_Cand,301,Cabell,Gas_CT_Cand,13,35.0475821979,-118.821765372
494,302_Gas_CT_Cand,302,Cabot,Gas_CT_Cand,13,35.0299368836,-118.86485954
495,307_Gas_CT_Cand,307,Carew,Gas_CT_Cand,13,34.1012656245,-118.878177963
496,313_Gas_CT_Cand,313,Cecil,Gas_CT_Cand,13,34.2652681351,-118.018855064
497,315_Gas_CT_Cand,315,Chase,Gas_CT_Cand,13,35.2659701248,-117.386433534
498,318_Gas_CT_Cand,318,Clark,Gas_CT_Cand,13,35.5058132288,-116.976571399
499,321_Gas_CT_Cand,321,Cobb,Gas_CT_Cand,13,35.7453443807,-117.115362793
500,323_Gas_CT_Cand,323,Comte,Gas_CT_Cand,13,34.2530033694,-117.113221062
501,322_Gas_CT_Cand,322,Cole,Gas_CT_Cand,13,36.4389584791,-117.485271734
502,107_Gas_CC_Cand,107,Alder,Gas_CC_Cand,14,34.6972619565,-113.701308807
503,113_Gas_CC_Cand,113,Arne,Gas_CC_Cand,14,34.3542803354,-114.274656952
504,118_Gas_CC_Cand,118,Astor,Gas_CC_Cand,14,33.5445308225,-115.799955998
505,123_Gas_CC_Cand,123,Austen,Gas_CC_Cand,14,34.382000271,-115.068788423
506,207_Gas_CC_Cand,207,Baker,Gas_CC_Cand,14,36.0524666349,-113.082849386
507,213_Gas_CC_Cand,213,Barlow,Gas_CC_Cand,14,36.1460954035,-114.622896434
508,215_Gas_CC_Cand,215,Barton,Gas_CC_Cand,14,35.148590889,-114.575774314
509,218_Gas_CC_Cand,218,Bayle,Gas_CC_Cand,14,35.1149069391,-115.077882263
510,221_Gas_CC_Cand,221,Behring,Gas_CC_Cand,14,35.3163216007,-115.197942427
511,223_Gas_CC_Cand,223,Bloch,Gas_CC_Cand,14,35.824349648,-115.536445586
512,301_Gas_CC_Cand,301,Cabell,Gas_CC_Cand,14,35.0475821979,-118.821765372
513,302_Gas_CC_Cand,302,Cabot,Gas_CC_Cand,14,35.0299368836,-118.86485954
514,307_Gas_CC_Cand,307,Carew,Gas_CC_Cand,14,34.1012656245,-118.878177963
515,313_Gas_CC_Cand,313,Cecil,Gas_CC_Cand,14,34.2652681351,-118.018855064
516,315_Gas_CC_Cand,315,Chase,Gas_CC_Cand,14,35.2659701248,-117.386433534
517,318_Gas_CC_Cand,318,Clark,Gas_CC_Cand,14,35.5058132288,-116.976571399
518,321_Gas_CC_Cand,321,Cobb,Gas_CC_Cand,14,35.7453443807,-117.115362793
519,323_Gas_CC_Cand,323,Comte,Gas_CC_Cand,14,34.2530033694,-117.113221062
520,322_Gas_CC_Cand,322,Cole,Gas_CC_Cand,14,36.4389584791,-117.485271734
521,107_SMR_Cand,107,Alder,SMR_Cand,32,34.6972619565,-113.701308807
522,113_SMR_Cand,113,Arne,SMR_Cand,32,34.3542803354,-114.274656952
523,118_SMR_Cand,118,Astor,SMR_Cand,32,33.5445308225,-115.799955998
524,123_SMR_Cand,123,Austen,SMR_Cand,32,34.382000271,-115.068788423
525,207_SMR_Cand,207,Baker,SMR_Cand,32,36.0524666349,-113.082849386
526,213_SMR_Cand,213,Barlow,SMR_Cand,32,36.1460954035,-114.622896434
527,215_SMR_Cand,215,Barton,SMR_Cand,32,35.148590889,-114.575774314
528,218_SMR_Cand,218,Bayle,SMR_Cand,32,35.1149069391,-115.077882263
529,221_SMR_Cand,221,Behring,SMR_Cand,32,35.3163216007,-115.197942427
530,223_SMR_Cand,223,Bloch,SMR_Cand,32,35.824349648,-115.536445586
531,301_SMR_Cand,301,Cabell,SMR_Cand,32,35.0475821979,-118.821765372
532,302_SMR_Cand,302,Cabot,SMR_Cand,32,35.0299368836,-118.86485954
533,307_SMR_Cand,307,Carew,SMR_Cand,32,34.1012656245,-118.878177963
534,313_SMR_Cand,313,Cecil,SMR_Cand,32,34.2652681351,-118.018855064
535,315_SMR_Cand,315,Chase,SMR_Cand,32,35.2659701248,-117.386433534
536,318_SMR_Cand,318,Clark,SMR_Cand,32,35.5058132288,-116.976571399
537,321_SMR_Cand,321,Cobb,SMR_Cand,32,35.7453443807,-117.115362793
538,323_SMR_Cand,323,Comte,SMR_Cand,32,34.2530033694,-117.113221062
539,322_SMR_Cand,322,Cole,SMR_Cand,32,36.4389584791,-117.485271734
