datetime,year,month,day1,day,hour,system_wide
4/10/2020 0:00,2020,4,10,4/10/2020,1,3112.576133
4/10/2020 1:00,2020,4,10,4/10/2020,2,3084.990284
4/10/2020 2:00,2020,4,10,4/10/2020,3,3069.267934
4/10/2020 3:00,2020,4,10,4/10/2020,4,3108.896683
4/10/2020 4:00,2020,4,10,4/10/2020,5,3266.004132
4/10/2020 5:00,2020,4,10,4/10/2020,6,3528.204602
4/10/2020 6:00,2020,4,10,4/10/2020,7,3737.221504
4/10/2020 7:00,2020,4,10,4/10/2020,8,3884.532733
4/10/2020 8:00,2020,4,10,4/10/2020,9,3986.417342
4/10/2020 9:00,2020,4,10,4/10/2020,10,4086.861555
4/10/2020 10:00,2020,4,10,4/10/2020,11,4179.067795
4/10/2020 11:00,2020,4,10,4/10/2020,12,4170.369902
4/10/2020 12:00,2020,4,10,4/10/2020,13,4173.661851
4/10/2020 13:00,2020,4,10,4/10/2020,14,4159.802388
4/10/2020 14:00,2020,4,10,4/10/2020,15,4127.241336
4/10/2020 15:00,2020,4,10,4/10/2020,16,4009.809785
4/10/2020 16:00,2020,4,10,4/10/2020,17,3902.59756
4/10/2020 17:00,2020,4,10,4/10/2020,18,3823.67339
4/10/2020 18:00,2020,4,10,4/10/2020,19,4195.764053
4/10/2020 19:00,2020,4,10,4/10/2020,20,4263.609268
4/10/2020 20:00,2020,4,10,4/10/2020,21,3985.119553
4/10/2020 21:00,2020,4,10,4/10/2020,22,3740.616727
4/10/2020 22:00,2020,4,10,4/10/2020,23,3388.496887
4/10/2020 23:00,2020,4,10,4/10/2020,24,3203.82463
4/11/2020 0:00,2020,4,11,4/11/2020,1,3105.657001
4/11/2020 1:00,2020,4,11,4/11/2020,2,3066.935641
4/11/2020 2:00,2020,4,11,4/11/2020,3,3052.581109
4/11/2020 3:00,2020,4,11,4/11/2020,4,3053.446636
4/11/2020 4:00,2020,4,11,4/11/2020,5,3091.26587
4/11/2020 5:00,2020,4,11,4/11/2020,6,3113.124172
4/11/2020 6:00,2020,4,11,4/11/2020,7,3184.745285
4/11/2020 7:00,2020,4,11,4/11/2020,8,3304.803792
4/11/2020 8:00,2020,4,11,4/11/2020,9,3465.251474
4/11/2020 9:00,2020,4,11,4/11/2020,10,3565.742529
4/11/2020 10:00,2020,4,11,4/11/2020,11,3633.456462
4/11/2020 11:00,2020,4,11,4/11/2020,12,3609.065504
4/11/2020 12:00,2020,4,11,4/11/2020,13,3606.915086
4/11/2020 13:00,2020,4,11,4/11/2020,14,3615.8974
4/11/2020 14:00,2020,4,11,4/11/2020,15,3623.663906
4/11/2020 15:00,2020,4,11,4/11/2020,16,3622.356436
4/11/2020 16:00,2020,4,11,4/11/2020,17,3639.029131
4/11/2020 17:00,2020,4,11,4/11/2020,18,3630.491401
4/11/2020 18:00,2020,4,11,4/11/2020,19,3993.473894
4/11/2020 19:00,2020,4,11,4/11/2020,20,4050.435375
4/11/2020 20:00,2020,4,11,4/11/2020,21,3866.615582
4/11/2020 21:00,2020,4,11,4/11/2020,22,3613.945374
4/11/2020 22:00,2020,4,11,4/11/2020,23,3339.208322
4/11/2020 23:00,2020,4,11,4/11/2020,24,3169.881981
4/12/2020 0:00,2020,4,12,4/12/2020,1,3087.454613
4/12/2020 1:00,2020,4,12,4/12/2020,2,3048.799137
4/12/2020 2:00,2020,4,12,4/12/2020,3,3036.536007
4/12/2020 3:00,2020,4,12,4/12/2020,4,3029.868077
4/12/2020 4:00,2020,4,12,4/12/2020,5,3051.064858
4/12/2020 5:00,2020,4,12,4/12/2020,6,3052.038441
4/12/2020 6:00,2020,4,12,4/12/2020,7,3091.499958
4/12/2020 7:00,2020,4,12,4/12/2020,8,3170.2331
4/12/2020 8:00,2020,4,12,4/12/2020,9,3278.903694
4/12/2020 9:00,2020,4,12,4/12/2020,10,3388.326092
4/12/2020 10:00,2020,4,12,4/12/2020,11,3442.462206
4/12/2020 11:00,2020,4,12,4/12/2020,12,3500.759237
4/12/2020 12:00,2020,4,12,4/12/2020,13,3508.932798
4/12/2020 13:00,2020,4,12,4/12/2020,14,3551.611648
4/12/2020 14:00,2020,4,12,4/12/2020,15,3575.463052
4/12/2020 15:00,2020,4,12,4/12/2020,16,3594.267634
4/12/2020 16:00,2020,4,12,4/12/2020,17,3617.077725
4/12/2020 17:00,2020,4,12,4/12/2020,18,3665.522557
4/12/2020 18:00,2020,4,12,4/12/2020,19,4017.093802
4/12/2020 19:00,2020,4,12,4/12/2020,20,4150.01819
4/12/2020 20:00,2020,4,12,4/12/2020,21,3949.834945
4/12/2020 21:00,2020,4,12,4/12/2020,22,3583.052112
4/12/2020 22:00,2020,4,12,4/12/2020,23,3289.445795
4/12/2020 23:00,2020,4,12,4/12/2020,24,3141.587637
4/13/2020 0:00,2020,4,13,4/13/2020,1,3070.656129
4/13/2020 1:00,2020,4,13,4/13/2020,2,3047.308972
4/13/2020 2:00,2020,4,13,4/13/2020,3,3040.57227
4/13/2020 3:00,2020,4,13,4/13/2020,4,3067.854029
4/13/2020 4:00,2020,4,13,4/13/2020,5,3172.96103
4/13/2020 5:00,2020,4,13,4/13/2020,6,3341.077597
4/13/2020 6:00,2020,4,13,4/13/2020,7,3527.118512
4/13/2020 7:00,2020,4,13,4/13/2020,8,3738.341767
4/13/2020 8:00,2020,4,13,4/13/2020,9,3905.031109
4/13/2020 9:00,2020,4,13,4/13/2020,10,4032.061299
4/13/2020 10:00,2020,4,13,4/13/2020,11,4090.674349
4/13/2020 11:00,2020,4,13,4/13/2020,12,4192.121214
4/13/2020 12:00,2020,4,13,4/13/2020,13,4182.092009
4/13/2020 13:00,2020,4,13,4/13/2020,14,4142.503677
4/13/2020 14:00,2020,4,13,4/13/2020,15,4109.67989
4/13/2020 15:00,2020,4,13,4/13/2020,16,4031.899842
4/13/2020 16:00,2020,4,13,4/13/2020,17,3970.203494
4/13/2020 17:00,2020,4,13,4/13/2020,18,3933.214725
4/13/2020 18:00,2020,4,13,4/13/2020,19,4344.445247
4/13/2020 19:00,2020,4,13,4/13/2020,20,4435.043399
4/13/2020 20:00,2020,4,13,4/13/2020,21,4168.575657
4/13/2020 21:00,2020,4,13,4/13/2020,22,3744.439024
4/13/2020 22:00,2020,4,13,4/13/2020,23,3386.167633
4/13/2020 23:00,2020,4,13,4/13/2020,24,3188.554706
4/14/2020 0:00,2020,4,14,4/14/2020,1,3105.879025
4/14/2020 1:00,2020,4,14,4/14/2020,2,3066.334513
4/14/2020 2:00,2020,4,14,4/14/2020,3,3061.28398
4/14/2020 3:00,2020,4,14,4/14/2020,4,3084.234703
4/14/2020 4:00,2020,4,14,4/14/2020,5,3217.45624
4/14/2020 5:00,2020,4,14,4/14/2020,6,3372.700328
4/14/2020 6:00,2020,4,14,4/14/2020,7,3529.090969
4/14/2020 7:00,2020,4,14,4/14/2020,8,3712.44989
4/14/2020 8:00,2020,4,14,4/14/2020,9,3879.842548
4/14/2020 9:00,2020,4,14,4/14/2020,10,3997.79632
4/14/2020 10:00,2020,4,14,4/14/2020,11,4057.542804
4/14/2020 11:00,2020,4,14,4/14/2020,12,4053.761588
4/14/2020 12:00,2020,4,14,4/14/2020,13,4116.158498
4/14/2020 13:00,2020,4,14,4/14/2020,14,4120.944808
4/14/2020 14:00,2020,4,14,4/14/2020,15,4108.988207
4/14/2020 15:00,2020,4,14,4/14/2020,16,4059.384246
4/14/2020 16:00,2020,4,14,4/14/2020,17,3999.330316
4/14/2020 17:00,2020,4,14,4/14/2020,18,3996.122615
4/14/2020 18:00,2020,4,14,4/14/2020,19,4354.886442
4/14/2020 19:00,2020,4,14,4/14/2020,20,4413.434364
4/14/2020 20:00,2020,4,14,4/14/2020,21,4143.915144
4/14/2020 21:00,2020,4,14,4/14/2020,22,3745.692941
4/14/2020 22:00,2020,4,14,4/14/2020,23,3387.289716
4/14/2020 23:00,2020,4,14,4/14/2020,24,3185.869042
4/15/2020 0:00,2020,4,15,4/15/2020,1,3102.656806
4/15/2020 1:00,2020,4,15,4/15/2020,2,3056.066416
4/15/2020 2:00,2020,4,15,4/15/2020,3,3051.763665
4/15/2020 3:00,2020,4,15,4/15/2020,4,3078.658991
4/15/2020 4:00,2020,4,15,4/15/2020,5,3188.695379
4/15/2020 5:00,2020,4,15,4/15/2020,6,3350.624997
4/15/2020 6:00,2020,4,15,4/15/2020,7,3519.803946
4/15/2020 7:00,2020,4,15,4/15/2020,8,3694.204614
4/15/2020 8:00,2020,4,15,4/15/2020,9,3862.326255
4/15/2020 9:00,2020,4,15,4/15/2020,10,4022.013
4/15/2020 10:00,2020,4,15,4/15/2020,11,4133.079773
4/15/2020 11:00,2020,4,15,4/15/2020,12,4258.357623
4/15/2020 12:00,2020,4,15,4/15/2020,13,4357.092141
4/15/2020 13:00,2020,4,15,4/15/2020,14,4443.371831
4/15/2020 14:00,2020,4,15,4/15/2020,15,4462.515939
4/15/2020 15:00,2020,4,15,4/15/2020,16,4444.812263
4/15/2020 16:00,2020,4,15,4/15/2020,17,4375.557798
4/15/2020 17:00,2020,4,15,4/15/2020,18,4222.181037
4/15/2020 18:00,2020,4,15,4/15/2020,19,4508.796901
4/15/2020 19:00,2020,4,15,4/15/2020,20,4595.06573
4/15/2020 20:00,2020,4,15,4/15/2020,21,4286.508528
4/15/2020 21:00,2020,4,15,4/15/2020,22,3825.215469
4/15/2020 22:00,2020,4,15,4/15/2020,23,3445.855596
4/15/2020 23:00,2020,4,15,4/15/2020,24,3236.780737
4/16/2020 0:00,2020,4,16,4/16/2020,1,3130.033004
4/16/2020 1:00,2020,4,16,4/16/2020,2,3085.162293
4/16/2020 2:00,2020,4,16,4/16/2020,3,3069.248136
4/16/2020 3:00,2020,4,16,4/16/2020,4,3097.055075
4/16/2020 4:00,2020,4,16,4/16/2020,5,3209.885763
4/16/2020 5:00,2020,4,16,4/16/2020,6,3346.529652
4/16/2020 6:00,2020,4,16,4/16/2020,7,3543.167702
4/16/2020 7:00,2020,4,16,4/16/2020,8,3773.425054
4/16/2020 8:00,2020,4,16,4/16/2020,9,4003.836085
4/16/2020 9:00,2020,4,16,4/16/2020,10,4252.041089
4/16/2020 10:00,2020,4,16,4/16/2020,11,4471.84167
4/16/2020 11:00,2020,4,16,4/16/2020,12,4704.433444
4/16/2020 12:00,2020,4,16,4/16/2020,13,4888.264236
4/16/2020 13:00,2020,4,16,4/16/2020,14,5035.226447
4/16/2020 14:00,2020,4,16,4/16/2020,15,5149.746176
4/16/2020 15:00,2020,4,16,4/16/2020,16,5142.396532
4/16/2020 16:00,2020,4,16,4/16/2020,17,5009.064302
4/16/2020 17:00,2020,4,16,4/16/2020,18,4741.429632
4/16/2020 18:00,2020,4,16,4/16/2020,19,4923.181204
4/16/2020 19:00,2020,4,16,4/16/2020,20,4955.063056
4/16/2020 20:00,2020,4,16,4/16/2020,21,4578.465242
4/16/2020 21:00,2020,4,16,4/16/2020,22,4054.816083
4/16/2020 22:00,2020,4,16,4/16/2020,23,3600.47646
4/16/2020 23:00,2020,4,16,4/16/2020,24,3351.010779
4/17/2020 0:00,2020,4,17,4/17/2020,1,3223.932901
4/17/2020 1:00,2020,4,17,4/17/2020,2,3149.794882
4/17/2020 2:00,2020,4,17,4/17/2020,3,3120.636522
4/17/2020 3:00,2020,4,17,4/17/2020,4,3134.08264
4/17/2020 4:00,2020,4,17,4/17/2020,5,3226.147556
4/17/2020 5:00,2020,4,17,4/17/2020,6,3354.778584
4/17/2020 6:00,2020,4,17,4/17/2020,7,3529.847993
4/17/2020 7:00,2020,4,17,4/17/2020,8,3801.965928
4/17/2020 8:00,2020,4,17,4/17/2020,9,4017.855832
4/17/2020 9:00,2020,4,17,4/17/2020,10,4292.277397
4/17/2020 10:00,2020,4,17,4/17/2020,11,4378.923657
4/17/2020 11:00,2020,4,17,4/17/2020,12,4360.435251
4/17/2020 12:00,2020,4,17,4/17/2020,13,4386.060017
4/17/2020 13:00,2020,4,17,4/17/2020,14,4352.824774
4/17/2020 14:00,2020,4,17,4/17/2020,15,4299.519408
4/17/2020 15:00,2020,4,17,4/17/2020,16,4195.002485
4/17/2020 16:00,2020,4,17,4/17/2020,17,4122.153052
4/17/2020 17:00,2020,4,17,4/17/2020,18,3987.042701
4/17/2020 18:00,2020,4,17,4/17/2020,19,4195.045057
4/17/2020 19:00,2020,4,17,4/17/2020,20,4248.677261
4/17/2020 20:00,2020,4,17,4/17/2020,21,4030.340358
4/17/2020 21:00,2020,4,17,4/17/2020,22,3731.120447
4/17/2020 22:00,2020,4,17,4/17/2020,23,3423.992021
4/17/2020 23:00,2020,4,17,4/17/2020,24,3220.623087
4/18/2020 0:00,2020,4,18,4/18/2020,1,3124.40994
4/18/2020 1:00,2020,4,18,4/18/2020,2,3077.404142
4/18/2020 2:00,2020,4,18,4/18/2020,3,3050.996397
4/18/2020 3:00,2020,4,18,4/18/2020,4,3047.180538
4/18/2020 4:00,2020,4,18,4/18/2020,5,3073.175762
4/18/2020 5:00,2020,4,18,4/18/2020,6,3075.324736
4/18/2020 6:00,2020,4,18,4/18/2020,7,3160.35897
4/18/2020 7:00,2020,4,18,4/18/2020,8,3306.788623
4/18/2020 8:00,2020,4,18,4/18/2020,9,3480.116449
4/18/2020 9:00,2020,4,18,4/18/2020,10,3619.822624
4/18/2020 10:00,2020,4,18,4/18/2020,11,3660.946762
4/18/2020 11:00,2020,4,18,4/18/2020,12,3648.216335
4/18/2020 12:00,2020,4,18,4/18/2020,13,3606.657637
4/18/2020 13:00,2020,4,18,4/18/2020,14,3603.57145
4/18/2020 14:00,2020,4,18,4/18/2020,15,3616.572427
4/18/2020 15:00,2020,4,18,4/18/2020,16,3623.920434
4/18/2020 16:00,2020,4,18,4/18/2020,17,3632.067019
4/18/2020 17:00,2020,4,18,4/18/2020,18,3639.415161
4/18/2020 18:00,2020,4,18,4/18/2020,19,3910.985442
4/18/2020 19:00,2020,4,18,4/18/2020,20,4042.483509
4/18/2020 20:00,2020,4,18,4/18/2020,21,3887.022852
4/18/2020 21:00,2020,4,18,4/18/2020,22,3633.908747
4/18/2020 22:00,2020,4,18,4/18/2020,23,3348.918621
4/18/2020 23:00,2020,4,18,4/18/2020,24,3183.259327
4/19/2020 0:00,2020,4,19,4/19/2020,1,3091.274871
4/19/2020 1:00,2020,4,19,4/19/2020,2,3046.712134
4/19/2020 2:00,2020,4,19,4/19/2020,3,3028.457884
4/19/2020 3:00,2020,4,19,4/19/2020,4,3027.81496
4/19/2020 4:00,2020,4,19,4/19/2020,5,3040.574469
4/19/2020 5:00,2020,4,19,4/19/2020,6,3032.722147
4/19/2020 6:00,2020,4,19,4/19/2020,7,3079.259716
4/19/2020 7:00,2020,4,19,4/19/2020,8,3171.759527
4/19/2020 8:00,2020,4,19,4/19/2020,9,3281.496253
4/19/2020 9:00,2020,4,19,4/19/2020,10,3358.275051
4/19/2020 10:00,2020,4,19,4/19/2020,11,3417.898416
4/19/2020 11:00,2020,4,19,4/19/2020,12,3453.152443
4/19/2020 12:00,2020,4,19,4/19/2020,13,3477.624505
4/19/2020 13:00,2020,4,19,4/19/2020,14,3489.259286
4/19/2020 14:00,2020,4,19,4/19/2020,15,3499.693277
4/19/2020 15:00,2020,4,19,4/19/2020,16,3514.50948
4/19/2020 16:00,2020,4,19,4/19/2020,17,3527.598961
4/19/2020 17:00,2020,4,19,4/19/2020,18,3520.87728
4/19/2020 18:00,2020,4,19,4/19/2020,19,3778.568627
4/19/2020 19:00,2020,4,19,4/19/2020,20,3980.93105
4/19/2020 20:00,2020,4,19,4/19/2020,21,3824.404773
4/19/2020 21:00,2020,4,19,4/19/2020,22,3517.990444
4/19/2020 22:00,2020,4,19,4/19/2020,23,3263.095622
4/19/2020 23:00,2020,4,19,4/19/2020,24,3124.037283
4/20/2020 0:00,2020,4,20,4/20/2020,1,3064.027483
4/20/2020 1:00,2020,4,20,4/20/2020,2,3036.987813
4/20/2020 2:00,2020,4,20,4/20/2020,3,3034.387831
4/20/2020 3:00,2020,4,20,4/20/2020,4,3057.28958
4/20/2020 4:00,2020,4,20,4/20/2020,5,3157.112757
4/20/2020 5:00,2020,4,20,4/20/2020,6,3292.54015
4/20/2020 6:00,2020,4,20,4/20/2020,7,3466.287825
4/20/2020 7:00,2020,4,20,4/20/2020,8,3664.387579
4/20/2020 8:00,2020,4,20,4/20/2020,9,3834.945749
4/20/2020 9:00,2020,4,20,4/20/2020,10,3990.901804
4/20/2020 10:00,2020,4,20,4/20/2020,11,4053.0702
4/20/2020 11:00,2020,4,20,4/20/2020,12,4069.497135
4/20/2020 12:00,2020,4,20,4/20/2020,13,4074.983091
4/20/2020 13:00,2020,4,20,4/20/2020,14,4102.930461
4/20/2020 14:00,2020,4,20,4/20/2020,15,4063.474651
4/20/2020 15:00,2020,4,20,4/20/2020,16,4033.582153
4/20/2020 16:00,2020,4,20,4/20/2020,17,3944.259875
4/20/2020 17:00,2020,4,20,4/20/2020,18,3870.337979
4/20/2020 18:00,2020,4,20,4/20/2020,19,4169.149845
4/20/2020 19:00,2020,4,20,4/20/2020,20,4359.738853
4/20/2020 20:00,2020,4,20,4/20/2020,21,4073.809985
4/20/2020 21:00,2020,4,20,4/20/2020,22,3710.323097
4/20/2020 22:00,2020,4,20,4/20/2020,23,3364.515376
4/20/2020 23:00,2020,4,20,4/20/2020,24,3184.517107
4/21/2020 0:00,2020,4,21,4/21/2020,1,3105.786543
4/21/2020 1:00,2020,4,21,4/21/2020,2,3062.796317
4/21/2020 2:00,2020,4,21,4/21/2020,3,3056.179561
4/21/2020 3:00,2020,4,21,4/21/2020,4,3084.606536
4/21/2020 4:00,2020,4,21,4/21/2020,5,3200.954217
4/21/2020 5:00,2020,4,21,4/21/2020,6,3343.495949
4/21/2020 6:00,2020,4,21,4/21/2020,7,3521.413543
4/21/2020 7:00,2020,4,21,4/21/2020,8,3697.146835
4/21/2020 8:00,2020,4,21,4/21/2020,9,3854.92783
4/21/2020 9:00,2020,4,21,4/21/2020,10,3987.25353
4/21/2020 10:00,2020,4,21,4/21/2020,11,4107.553105
4/21/2020 11:00,2020,4,21,4/21/2020,12,4177.397212
4/21/2020 12:00,2020,4,21,4/21/2020,13,4207.4694
4/21/2020 13:00,2020,4,21,4/21/2020,14,4268.568061
4/21/2020 14:00,2020,4,21,4/21/2020,15,4273.276598
4/21/2020 15:00,2020,4,21,4/21/2020,16,4286.633752
4/21/2020 16:00,2020,4,21,4/21/2020,17,4241.632851
4/21/2020 17:00,2020,4,21,4/21/2020,18,4108.792132
4/21/2020 18:00,2020,4,21,4/21/2020,19,4395.975305
4/21/2020 19:00,2020,4,21,4/21/2020,20,4536.408115
4/21/2020 20:00,2020,4,21,4/21/2020,21,4175.775699
4/21/2020 21:00,2020,4,21,4/21/2020,22,3738.635662
4/21/2020 22:00,2020,4,21,4/21/2020,23,3373.396166
4/21/2020 23:00,2020,4,21,4/21/2020,24,3170.37507
4/22/2020 0:00,2020,4,22,4/22/2020,1,3100.184434
4/22/2020 1:00,2020,4,22,4/22/2020,2,3069.243535
4/22/2020 2:00,2020,4,22,4/22/2020,3,3060.218913
4/22/2020 3:00,2020,4,22,4/22/2020,4,3089.455531
4/22/2020 4:00,2020,4,22,4/22/2020,5,3206.455825
4/22/2020 5:00,2020,4,22,4/22/2020,6,3336.030221
4/22/2020 6:00,2020,4,22,4/22/2020,7,3515.804105
4/22/2020 7:00,2020,4,22,4/22/2020,8,3699.478287
4/22/2020 8:00,2020,4,22,4/22/2020,9,3870.025392
4/22/2020 9:00,2020,4,22,4/22/2020,10,4074.211165
4/22/2020 10:00,2020,4,22,4/22/2020,11,4221.329319
4/22/2020 11:00,2020,4,22,4/22/2020,12,4315.82198
4/22/2020 12:00,2020,4,22,4/22/2020,13,4409.072596
4/22/2020 13:00,2020,4,22,4/22/2020,14,4487.628129
4/22/2020 14:00,2020,4,22,4/22/2020,15,4521.908127
4/22/2020 15:00,2020,4,22,4/22/2020,16,4516.116126
4/22/2020 16:00,2020,4,22,4/22/2020,17,4382.283619
4/22/2020 17:00,2020,4,22,4/22/2020,18,4184.823751
4/22/2020 18:00,2020,4,22,4/22/2020,19,4391.061055
4/22/2020 19:00,2020,4,22,4/22/2020,20,4519.035151
4/22/2020 20:00,2020,4,22,4/22/2020,21,4193.073785
4/22/2020 21:00,2020,4,22,4/22/2020,22,3719.602035
4/22/2020 22:00,2020,4,22,4/22/2020,23,3349.084046
4/22/2020 23:00,2020,4,22,4/22/2020,24,3189.229558
4/23/2020 0:00,2020,4,23,4/23/2020,1,3118.345135
4/23/2020 1:00,2020,4,23,4/23/2020,2,3074.557156
4/23/2020 2:00,2020,4,23,4/23/2020,3,3065.628593
4/23/2020 3:00,2020,4,23,4/23/2020,4,3095.036641
4/23/2020 4:00,2020,4,23,4/23/2020,5,3199.23354
4/23/2020 5:00,2020,4,23,4/23/2020,6,3354.170856
4/23/2020 6:00,2020,4,23,4/23/2020,7,3565.999101
4/23/2020 7:00,2020,4,23,4/23/2020,8,3772.128828
4/23/2020 8:00,2020,4,23,4/23/2020,9,4037.698157
4/23/2020 9:00,2020,4,23,4/23/2020,10,4268.037588
4/23/2020 10:00,2020,4,23,4/23/2020,11,4429.878597
4/23/2020 11:00,2020,4,23,4/23/2020,12,4540.617546
4/23/2020 12:00,2020,4,23,4/23/2020,13,4711.428561
4/23/2020 13:00,2020,4,23,4/23/2020,14,4821.441221
4/23/2020 14:00,2020,4,23,4/23/2020,15,4853.025395
4/23/2020 15:00,2020,4,23,4/23/2020,16,4823.288264
4/23/2020 16:00,2020,4,23,4/23/2020,17,4712.511229
4/23/2020 17:00,2020,4,23,4/23/2020,18,4465.382785
4/23/2020 18:00,2020,4,23,4/23/2020,19,4637.788992
4/23/2020 19:00,2020,4,23,4/23/2020,20,4780.487808
4/23/2020 20:00,2020,4,23,4/23/2020,21,4398.85277
4/23/2020 21:00,2020,4,23,4/23/2020,22,3859.14018
4/23/2020 22:00,2020,4,23,4/23/2020,23,3443.159529
4/23/2020 23:00,2020,4,23,4/23/2020,24,3251.427131
4/24/2020 0:00,2020,4,24,4/24/2020,1,3152.189281
4/24/2020 1:00,2020,4,24,4/24/2020,2,3105.19888
4/24/2020 2:00,2020,4,24,4/24/2020,3,3087.207409
4/24/2020 3:00,2020,4,24,4/24/2020,4,3111.658095
4/24/2020 4:00,2020,4,24,4/24/2020,5,3215.858394
4/24/2020 5:00,2020,4,24,4/24/2020,6,3387.293441
4/24/2020 6:00,2020,4,24,4/24/2020,7,3596.493794
4/24/2020 7:00,2020,4,24,4/24/2020,8,3817.563893
4/24/2020 8:00,2020,4,24,4/24/2020,9,4060.251716
4/24/2020 9:00,2020,4,24,4/24/2020,10,4236.291333
4/24/2020 10:00,2020,4,24,4/24/2020,11,4433.244847
4/24/2020 11:00,2020,4,24,4/24/2020,12,4480.072497
4/24/2020 12:00,2020,4,24,4/24/2020,13,4598.324754
4/24/2020 13:00,2020,4,24,4/24/2020,14,4668.270814
4/24/2020 14:00,2020,4,24,4/24/2020,15,4653.030965
4/24/2020 15:00,2020,4,24,4/24/2020,16,4608.867155
4/24/2020 16:00,2020,4,24,4/24/2020,17,4428.706726
4/24/2020 17:00,2020,4,24,4/24/2020,18,4283.767423
4/24/2020 18:00,2020,4,24,4/24/2020,19,4388.905623
4/24/2020 19:00,2020,4,24,4/24/2020,20,4583.71046
4/24/2020 20:00,2020,4,24,4/24/2020,21,4284.386353
4/24/2020 21:00,2020,4,24,4/24/2020,22,3922.61214
4/24/2020 22:00,2020,4,24,4/24/2020,23,3544.06993
4/24/2020 23:00,2020,4,24,4/24/2020,24,3294.400714
4/25/2020 0:00,2020,4,25,4/25/2020,1,3194.774851
4/25/2020 1:00,2020,4,25,4/25/2020,2,3126.358266
4/25/2020 2:00,2020,4,25,4/25/2020,3,3093.379647
4/25/2020 3:00,2020,4,25,4/25/2020,4,3089.309499
4/25/2020 4:00,2020,4,25,4/25/2020,5,3111.587123
4/25/2020 5:00,2020,4,25,4/25/2020,6,3105.68406
4/25/2020 6:00,2020,4,25,4/25/2020,7,3203.122057
4/25/2020 7:00,2020,4,25,4/25/2020,8,3391.778066
4/25/2020 8:00,2020,4,25,4/25/2020,9,3591.847588
4/25/2020 9:00,2020,4,25,4/25/2020,10,3790.417189
4/25/2020 10:00,2020,4,25,4/25/2020,11,3827.810298
4/25/2020 11:00,2020,4,25,4/25/2020,12,3943.513731
4/25/2020 12:00,2020,4,25,4/25/2020,13,3987.310534
4/25/2020 13:00,2020,4,25,4/25/2020,14,4012.333306
4/25/2020 14:00,2020,4,25,4/25/2020,15,4052.804964
4/25/2020 15:00,2020,4,25,4/25/2020,16,4056.824113
4/25/2020 16:00,2020,4,25,4/25/2020,17,4022.826027
4/25/2020 17:00,2020,4,25,4/25/2020,18,3887.653075
4/25/2020 18:00,2020,4,25,4/25/2020,19,4074.735046
4/25/2020 19:00,2020,4,25,4/25/2020,20,4228.313734
4/25/2020 20:00,2020,4,25,4/25/2020,21,4004.123119
4/25/2020 21:00,2020,4,25,4/25/2020,22,3720.302405
4/25/2020 22:00,2020,4,25,4/25/2020,23,3392.027345
4/25/2020 23:00,2020,4,25,4/25/2020,24,3242.024453
4/26/2020 0:00,2020,4,26,4/26/2020,1,3141.548151
4/26/2020 1:00,2020,4,26,4/26/2020,2,3090.556373
4/26/2020 2:00,2020,4,26,4/26/2020,3,3060.715805
4/26/2020 3:00,2020,4,26,4/26/2020,4,3051.095343
4/26/2020 4:00,2020,4,26,4/26/2020,5,3058.118023
4/26/2020 5:00,2020,4,26,4/26/2020,6,3042.437466
4/26/2020 6:00,2020,4,26,4/26/2020,7,3097.437705
4/26/2020 7:00,2020,4,26,4/26/2020,8,3199.576777
4/26/2020 8:00,2020,4,26,4/26/2020,9,3326.333701
4/26/2020 9:00,2020,4,26,4/26/2020,10,3420.045434
4/26/2020 10:00,2020,4,26,4/26/2020,11,3476.459091
4/26/2020 11:00,2020,4,26,4/26/2020,12,3511.384079
4/26/2020 12:00,2020,4,26,4/26/2020,13,3525.739299
4/26/2020 13:00,2020,4,26,4/26/2020,14,3533.888085
4/26/2020 14:00,2020,4,26,4/26/2020,15,3543.726749
4/26/2020 15:00,2020,4,26,4/26/2020,16,3560.053226
4/26/2020 16:00,2020,4,26,4/26/2020,17,3599.711084
4/26/2020 17:00,2020,4,26,4/26/2020,18,3592.05768
4/26/2020 18:00,2020,4,26,4/26/2020,19,3868.165263
4/26/2020 19:00,2020,4,26,4/26/2020,20,4101.270692
4/26/2020 20:00,2020,4,26,4/26/2020,21,3879.725968
4/26/2020 21:00,2020,4,26,4/26/2020,22,3578.112079
4/26/2020 22:00,2020,4,26,4/26/2020,23,3288.206343
4/26/2020 23:00,2020,4,26,4/26/2020,24,3140.009525
4/27/2020 0:00,2020,4,27,4/27/2020,1,3083.118974
4/27/2020 1:00,2020,4,27,4/27/2020,2,3053.539294
4/27/2020 2:00,2020,4,27,4/27/2020,3,3051.383519
4/27/2020 3:00,2020,4,27,4/27/2020,4,3081.189001
4/27/2020 4:00,2020,4,27,4/27/2020,5,3207.220829
4/27/2020 5:00,2020,4,27,4/27/2020,6,3343.340119
4/27/2020 6:00,2020,4,27,4/27/2020,7,3538.512402
4/27/2020 7:00,2020,4,27,4/27/2020,8,3730.878767
4/27/2020 8:00,2020,4,27,4/27/2020,9,3872.138147
4/27/2020 9:00,2020,4,27,4/27/2020,10,4032.890336
4/27/2020 10:00,2020,4,27,4/27/2020,11,4163.104039
4/27/2020 11:00,2020,4,27,4/27/2020,12,4243.148362
4/27/2020 12:00,2020,4,27,4/27/2020,13,4279.303893
4/27/2020 13:00,2020,4,27,4/27/2020,14,4318.028829
4/27/2020 14:00,2020,4,27,4/27/2020,15,4325.604107
