time,101_PV_1,101_PV_2,101_PV_3,101_PV_4,101_Solar_Cand,102_PV_1,102_PV_2,102_Solar_Cand,103_PV_1,103_Solar_Cand,104_PV_1,104_Solar_Cand,105_Solar_Cand,106_Solar_Cand,107_Solar_Cand,108_Solar_Cand,109_Solar_Cand,110_Solar_Cand,111_Solar_Cand,112_Solar_Cand,113_PV_1,113_Solar_Cand,114_Solar_Cand,115_Solar_Cand,116_Solar_Cand,117_Solar_Cand,118_Solar_Cand,119_PV_1,119_Solar_Cand,120_Solar_Cand,121_Solar_Cand,122_Solar_Cand,123_Solar_Cand,124_Solar_Cand,201_Solar_Cand,202_Solar_Cand,203_Solar_Cand,204_Solar_Cand,205_Solar_Cand,206_Solar_Cand,207_Solar_Cand,208_Solar_Cand,209_Solar_Cand,210_Solar_Cand,211_Solar_Cand,212_Solar_Cand,213_Solar_Cand,214_Solar_Cand,215_PV_1,215_Solar_Cand,216_Solar_Cand,217_Solar_Cand,218_Solar_Cand,219_Solar_Cand,220_Solar_Cand,221_Solar_Cand,222_Solar_Cand,223_Solar_Cand,224_Solar_Cand,301_Solar_Cand,302_Solar_Cand,303_Solar_Cand,304_Solar_Cand,305_Solar_Cand,306_Solar_Cand,307_Solar_Cand,308_Solar_Cand,309_Solar_Cand,310_PV_1,310_PV_2,310_Solar_Cand,311_Solar_Cand,312_PV_1,312_Solar_Cand,313_PV_1,313_PV_2,313_Solar_Cand,314_PV_1,314_PV_2,314_PV_3,314_PV_4,314_Solar_Cand,315_Solar_Cand,316_Solar_Cand,317_Solar_Cand,318_Solar_Cand,319_PV_1,319_Solar_Cand,320_PV_1,320_Solar_Cand,321_Solar_Cand,322_Solar_Cand,323_Solar_Cand,324_PV_1,324_PV_2,324_PV_3,324_Solar_Cand,325_Solar_Cand
2020-04-28 14:00:00-07:00,23.42214632,24.1456103,23.69344532,23.33171333,0.904329974,23.35945246,23.08570888,0.912478612,54.74792629,0.890210184,24.43107814,0.911607393,0.906476968,0.903561695,0.935532104,0.928255235,0.900408804,0.900358026,0.900323565,0.900365988,84.49636856,0.90273898,0.892551878,0.90258456,0.91152487,0.91959397,0.919564436,60.77993766,0.912611677,0.912529887,0.91734846,0.955968296,0.916113295,0.890228141,0.949173856,0.949401146,0.950123735,0.919815888,0.944672009,0.950714292,0.96,0.949681182,0.945510262,0.94542234,0.945505888,0.94542673,0.91267988,0.94146168,117.153433,0.936478281,0.936094282,0.940777922,0.941071073,0.955284794,0.944422137,0.958162024,0.943978323,0.945512735,0.950119773,0.959897617,0.959827971,0.96,0.956589062,0.957916741,0.96,0.944022286,0.932907192,0.96,49.632,49.536,0.96,0.96,90.336,0.96,89.55633379,87.86126123,0.94170698,49.17753565,49.17753565,88.34801463,49.17753565,0.953053016,0.950063692,0.950810568,0.950951042,0.951619949,178.8395798,0.950263442,49.536,0.96,0.93976729,0.947674267,0.947182228,47.712,49.536,48.96,0.96,0.933936341
2020-04-28 15:00:00-07:00,20.96262764,21.61012193,21.205438,20.88169085,0.809367863,20.63365936,20.39185866,0.806002319,49.44794768,0.80403167,21.80424556,0.813591252,0.812732328,0.811031691,0.83016868,0.823546844,0.80626248,0.806202798,0.806184349,0.806233325,75.28001664,0.804273682,0.804524473,0.815286923,0.823602278,0.829305848,0.829462662,54.91575563,0.824560895,0.821939852,0.829383737,0.865112529,0.823474221,0.804031008,0.847085456,0.847305089,0.848119735,0.825250237,0.84402117,0.849074732,0.850037132,0.841370453,0.845340725,0.845284934,0.845357688,0.845266545,0.820715398,0.841982061,104.6735244,0.83671882,0.837417015,0.841950229,0.842380288,0.85585237,0.845645572,0.858304218,0.842816567,0.846645455,0.848095843,0.885648126,0.885632879,0.874268091,0.87351373,0.874573215,0.880794246,0.897110683,0.870223827,0.873304534,45.31901576,45.23135809,0.876576707,0.876650785,82.48546157,0.876572387,81.57474157,80.03074016,0.857778565,44.56897997,44.56897997,80.06869075,44.56897997,0.863739922,0.859779256,0.860296169,0.859264545,0.859730342,161.9654631,0.860602886,45.05518619,0.873162523,0.848771981,0.864353641,0.86340794,43.44774085,45.10872088,44.58420087,0.874200017,0.856146605
2020-04-28 16:00:00-07:00,16.77986014,17.29815698,16.97422145,16.71507303,0.647871048,16.53583726,16.34205792,0.645931143,39.87217691,0.64832808,17.49364906,0.652748099,0.651970993,0.651839443,0.666238359,0.661215037,0.649457875,0.649378699,0.649388099,0.649451653,60.84854013,0.650091241,0.649361741,0.660021585,0.66577886,0.67763726,0.678137277,44.39080227,0.666528563,0.670060743,0.679210924,0.70290769,0.668483828,0.648293379,0.680131777,0.680347332,0.680992384,0.664204432,0.678577092,0.682799652,0.679401326,0.675709123,0.679580501,0.679578533,0.679635801,0.679518823,0.662093257,0.678061452,84.34892818,0.674252024,0.675598959,0.680007673,0.680702763,0.69088105,0.688451679,0.694413302,0.683304354,0.689361797,0.680931713,0.743904223,0.743987027,0.726556513,0.726637346,0.727261276,0.731117676,0.755342985,0.732850104,0.723077685,37.40974298,37.33738371,0.723592708,0.723660241,68.09302356,0.723624055,68.17712873,66.88670989,0.716899356,36.92211328,36.92211328,66.33100583,36.92211328,0.715544831,0.710044025,0.708261446,0.705570462,0.705704598,132.8746299,0.706028852,36.98599161,0.716782783,0.697589725,0.717703463,0.716038043,36.10650808,37.48683736,37.05094391,0.726489096,0.711960812
2020-04-28 17:00:00-07:00,10.75265616,11.08478454,10.8772043,10.71114011,0.41516047,10.61753334,10.49310912,0.414747396,26.03532574,0.42333863,11.22114363,0.418699389,0.419587426,0.42130994,0.426482313,0.423073295,0.421668348,0.421543779,0.421599378,0.421697517,39.45919173,0.421572561,0.426507329,0.436048344,0.438486516,0.451063226,0.452200107,29.23983058,0.439036495,0.44469625,0.455516807,0.472635196,0.441316104,0.42324348,0.434273373,0.434516137,0.438039244,0.428802907,0.436017078,0.438733629,0.425109268,0.427763362,0.438345273,0.4384276,0.438468937,0.438293351,0.430382357,0.440431841,54.90770892,0.438910543,0.441686972,0.446568918,0.447804092,0.45304052,0.458778889,0.458251398,0.452334219,0.459687143,0.437910691,0.526739436,0.526999926,0.506127861,0.511589525,0.511578554,0.510088916,0.534012717,0.518069133,0.503822886,25.95431587,25.9041141,0.502017715,0.502085063,47.24875692,0.502112188,47.66429289,46.76212962,0.501201818,25.54456784,25.54456784,45.89111316,25.54456784,0.495049764,0.489565739,0.486317229,0.482302138,0.481916239,90.86819885,0.482827837,25.30150482,0.490339241,0.47829881,0.496672979,0.494016795,25.15079155,26.11229062,25.80865933,0.506052144,0.490577961
2020-04-28 18:00:00-07:00,3.429075606,3.534992999,3.468794628,3.415835932,0.132396742,3.375889674,3.336328467,0.13187069,8.987833449,0.146143633,3.574870327,0.133390684,0.136200141,0.139282175,0.13505792,0.13422364,0.140832687,0.140647412,0.140748038,0.14089242,13.10330702,0.139992596,0.148470863,0.1579077,0.158255099,0.166555305,0.168485941,10.57519178,0.158786663,0.160772009,0.173480187,0.1831123,0.156933599,0.145981836,0.137735609,0.13803682,0.142267579,0.142190148,0.141523363,0.141625752,0.127707797,0.131176101,0.144615299,0.144772511,0.144806153,0.144560637,0.147164755,0.149354353,18.75230563,0.149898526,0.153080377,0.15742877,0.159349224,0.160055002,0.16930595,0.16520174,0.164254933,0.170408755,0.142068143,0.239406437,0.239920843,0.220720855,0.229961446,0.229258296,0.225345442,0.241759322,0.232505536,0.221249245,11.31013631,11.28825984,0.218764726,0.218848333,20.60291764,0.218947052,20.58554825,20.19591642,0.216462127,10.91519139,10.91519139,19.60926826,10.91519139,0.211534717,0.206102553,0.202495931,0.198102619,0.197129898,37.43048268,0.19888673,10.37368253,0.201040359,0.19707031,0.210204444,0.20364466,10.96475436,11.38393008,11.2515588,0.2206188,0.202553297
2020-04-28 19:00:00-07:00,0.809211016,0.834205951,0.818584117,0.806086649,0.031243669,0.805653727,0.796212473,0.031470849,0.824689118,0.013409579,0.879829718,0.032829467,0.033098987,0.034829493,0.033698957,0.033842855,0.036881764,0.03664567,0.036710546,0.036883941,1.227417916,0.013113439,0.013626089,0.014497721,0.014698768,0.015646016,0.015666896,0.982668619,0.014754784,0.015522864,0.016265624,0.01704608,0.015094952,0.013408399,0.014468017,0.014482085,0.014292874,0.014804919,0.014705537,0.014682234,0.034546757,0.035741008,0.014929509,0.014928195,0.014930902,0.01492518,0.015089253,0.01516395,1.866072437,0.014916646,0.015435424,0.015861804,0.01589924,0.016364213,0.01775403,0.016962624,0.017418562,0.017816631,0.014289548,0.025091835,0.025091083,0.023186109,0.023855809,0.023915762,0.023546624,0.024768526,0.024038722,0.023100937,1.166169745,1.163914098,0.022556475,0.022560712,2.12257434,0.022556582,2.086733885,2.047237345,0.021942522,1.138767749,1.138767749,2.045809503,1.138767749,0.022069142,0.021647614,0.021050767,0.020587148,0.020609104,3.828613601,0.020343324,1.054386832,0.020433853,0.020524074,0.022891807,0.020503402,1.152147628,1.196193513,1.182284286,0.023182045,0.02054584
2020-04-28 20:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28 21:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28 22:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28 23:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 00:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 01:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 02:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 03:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 04:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 05:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 06:00:00-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29 07:00:00-07:00,2.025143654,2.087696354,2.048600917,2.017324567,0.078190875,1.975871994,1.952717244,0.0771825,4.199972116,0.06829223,2.115315243,0.078929673,0.07632533,0.073735548,0.084224511,0.08255683,0.074250772,0.074271215,0.074263682,0.074246913,6.961154827,0.074371312,0.068220534,0.063106776,0.063749399,0.057720357,0.05761898,4.239464701,0.063655626,0.066212435,0.056081149,0.05304231,0.068521762,0.068304161,0.087708109,0.08765051,0.082794475,0.080459106,0.08391374,0.084250958,0.096919376,0.093802291,0.080427202,0.080414877,0.080402482,0.080438195,0.076949392,0.076900697,9.537065642,0.076235537,0.073621905,0.070759272,0.070566131,0.071943734,0.069005307,0.069769046,0.071483206,0.068854327,0.082821712,0.03594487,0.035933944,0.04577382,0.037841153,0.037816918,0.042180156,0.025036832,0.030198744,0.040839791,2.238790624,2.234460275,0.043303494,0.043297648,4.074318441,0.043297752,3.767618097,3.696306713,0.039617435,2.401880249,2.401880249,4.315005796,2.401880249,0.046548067,0.048841121,0.050849014,0.053279924,0.053307247,9.965100633,0.052949525,2.720430872,0.052721529,0.053152428,0.052778236,0.052131767,2.275288629,2.362271494,2.334803221,0.045780455,0.049180255
2020-04-29 08:00:00-07:00,6.81049584,7.020858646,6.889381892,6.784200489,0.262953507,6.643688101,6.565832381,0.259519066,15.195872,0.24708735,7.060332471,0.263445241,0.256546056,0.253324532,0.271416675,0.268465216,0.253288788,0.253355669,0.253324335,0.253269879,23.69183607,0.253117907,0.245358036,0.238528271,0.238863325,0.229535736,0.228926265,15.88982064,0.238585895,0.243304384,0.227402358,0.220672852,0.244438419,0.247143091,0.274970906,0.274847202,0.270384485,0.262970533,0.269204264,0.271602557,0.292884716,0.287016855,0.264530573,0.264477288,0.264449493,0.264554946,0.257542448,0.259858212,32.37551407,0.258797075,0.255598378,0.248805691,0.251184543,0.253185874,0.249394467,0.248097939,0.250251704,0.248918939,0.27045975,0.180711212,0.180601993,0.20732189,0.184819366,0.184828075,0.197616787,0.163165818,0.171304684,0.194586561,10.46204735,10.44181128,0.202360684,0.202326762,19.03685975,0.202304567,18.86766767,18.51055094,0.198398188,10.95726791,10.95726791,19.68485921,10.95726791,0.212350153,0.217567352,0.220663928,0.222703126,0.223012871,42.23129325,0.22439582,11.68725458,0.226497182,0.221289002,0.220158426,0.226472739,10.30592719,10.69991636,10.57549872,0.20736272,0.222862
2020-04-29 09:00:00-07:00,12.63768451,13.0280377,12.78406696,12.58889036,0.487941487,12.52051199,12.37378724,0.4890825,29.25897707,0.475755725,13.10804286,0.489106077,0.484597665,0.482025406,0.498913307,0.495447273,0.481092742,0.48113058,0.481093786,0.481063305,44.99523332,0.480718305,0.472853155,0.466547028,0.465323493,0.456795626,0.45625897,30.99659173,0.46541429,0.471166818,0.453824275,0.453906705,0.473152381,0.475808276,0.507292742,0.507270339,0.501044635,0.490541914,0.497377829,0.502444919,0.533099795,0.524511297,0.494648783,0.494581848,0.494585088,0.494642616,0.48487193,0.489737351,61.00869615,0.487679426,0.485496599,0.483277857,0.48277619,0.486051871,0.480754487,0.485006748,0.481010616,0.48069424,0.501100326,0.412966446,0.412803033,0.426499274,0.413621652,0.413930922,0.415485918,0.386786998,0.400570608,0.417023681,22.09608996,22.05335091,0.427390521,0.427375948,40.21191709,0.427331744,39.77890313,39.02599014,0.418284996,22.4851677,22.4851677,40.39486523,22.4851677,0.435759064,0.442724502,0.448204841,0.451032587,0.451469271,85.43720223,0.453970256,23.56424504,0.456671415,0.447437829,0.443500931,0.458657928,21.19801402,22.00840088,21.75248924,0.426519397,0.448880101
2020-04-29 10:00:00-07:00,17.82419894,18.37475335,18.03065684,17.75537964,0.688193009,17.69245817,17.48512468,0.691111647,41.79434881,0.679582907,18.52169364,0.691107972,0.686013911,0.683989047,0.705304034,0.700024985,0.6813943,0.681395489,0.681353119,0.681353051,63.78197771,0.681431386,0.674548864,0.672155776,0.667782585,0.666790249,0.666413818,44.51256629,0.668356851,0.67546375,0.664230409,0.659671111,0.678588863,0.67962808,0.712805909,0.71289572,0.704291085,0.693705943,0.701267184,0.707171671,0.742642433,0.732030798,0.701101292,0.701013058,0.701054931,0.701058096,0.688502199,0.697664443,86.77085856,0.693611979,0.693305661,0.693280212,0.693070992,0.699178026,0.695045077,0.698611158,0.693762069,0.695522222,0.70432832,0.655170381,0.65501955,0.638420312,0.653394568,0.65425956,0.648422075,0.56316813,0.612329051,0.653481836,33.75946283,33.69416406,0.652987676,0.653012699,61.44133693,0.65293663,62.14628218,60.97001185,0.653483514,33.24171707,33.24171707,59.71913125,33.24171707,0.644219323,0.642092181,0.651601587,0.658168903,0.658748174,125.1026962,0.664732711,34.61145232,0.67076458,0.654393494,0.654425074,0.676128878,31.7285909,32.94155514,32.5585138,0.638402231,0.665950184
2020-04-29 11:00:00-07:00,21.54162861,22.2070071,21.79114554,21.4584563,0.831723112,21.41650577,21.16553109,0.836582257,50.75650373,0.825309004,22.39805023,0.835748143,0.830148336,0.828588461,0.853276985,0.84522398,0.823359848,0.823335734,0.823290505,0.823311427,77.04002434,0.823077183,0.818734095,0.821353333,0.815062403,0.81961231,0.819351856,54.34317134,0.815963534,0.820831402,0.81874328,0.831699929,0.824713456,0.825347947,0.85917671,0.859341716,0.847243515,0.835647978,0.845560705,0.846842273,0.886983871,0.877463119,0.844449257,0.844349508,0.844416596,0.844382066,0.831360879,0.841512752,104.3573031,0.834191072,0.835034912,0.840779188,0.840780026,0.848246076,0.849298454,0.850430429,0.847324445,0.850144053,0.847266843,0.814584934,0.814460869,0.821947803,0.818990309,0.820187869,0.82404391,0.745326818,0.785421951,0.825356867,42.79991379,42.71712865,0.827851331,0.827905431,77.8964993,0.827805519,78.42805488,76.9436122,0.824690377,42.38800214,42.38800214,76.15053873,42.38800214,0.82147291,0.820234119,0.822088169,0.819155365,0.819853256,154.4752687,0.820803766,42.74821502,0.828453779,0.814734596,0.826192767,0.839534888,40.84856308,42.41017817,41.91703656,0.821902678,0.834917204
2020-04-29 12:00:00-07:00,23.75232677,24.48598937,24.02745024,23.66061894,0.917078254,23.64610085,23.36899811,0.923675815,56.21365432,0.91404316,24.69313793,0.921385744,0.915359957,0.914763368,0.94359234,0.932503634,0.908119581,0.908083254,0.908036224,0.908067297,84.99787277,0.908096931,0.906975873,0.916879149,0.908647188,0.918538616,0.918321894,60.58774504,0.909725902,0.910060837,0.920318539,0.926361929,0.916761789,0.914079603,0.949500864,0.949703983,0.941700796,0.915472635,0.931248176,0.934663044,0.96,0.96,0.927847283,0.927742625,0.927821592,0.927768838,0.912879726,0.921235484,114.5434508,0.915615115,0.912957865,0.931007559,0.931111705,0.93541943,0.93607955,0.943274962,0.941595413,0.937098026,0.941717477,0.918357603,0.918239328,0.927030769,0.908356775,0.909739755,0.926541103,0.831524602,0.800240024,0.909449267,47.2259853,47.1346391,0.913461998,0.913530846,85.95283203,0.913420107,80.82845202,79.29857596,0.849931146,47.52703238,47.52703238,85.38286632,47.52703238,0.921066519,0.925151341,0.925211918,0.920236304,0.921003459,172.0366824,0.914116272,48.12240715,0.93260479,0.912722742,0.92643561,0.951966961,46.07044857,47.83169308,47.2755106,0.926970796,0.949277587
2020-04-29 13:00:00-07:00,24.37908101,25.13210282,24.66146419,24.28495328,0.941277259,24.27607554,23.99159028,0.948284201,58.08288735,0.944437193,25.33874187,0.945475443,0.940412701,0.941182533,0.96,0.958617665,0.934976722,0.934931977,0.934888447,0.934926308,87.52416673,0.935087251,0.93863919,0.953343019,0.945611017,0.956025761,0.955884385,63.05366803,0.946751772,0.942357512,0.954877598,0.955913527,0.951448506,0.944467081,0.96,0.96,0.96,0.937225498,0.96,0.96,0.96,0.96,0.959140825,0.95904151,0.95912441,0.959058506,0.930222592,0.95012151,119.238386,0.953144572,0.94990116,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.953858675,0.953757451,0.96,0.955490154,0.956931623,0.957817979,0.919032097,0.927501113,0.95358628,48.97804479,48.88330969,0.947350963,0.94742642,89.14235466,0.94731514,90.59798264,88.88319433,0.952660175,49.06620236,49.06620236,88.14800308,49.06620236,0.950895395,0.96,0.96,0.958363812,0.959116184,177.53854,0.943350372,49.536,0.96,0.95023308,0.954420637,0.96,47.712,49.536,48.96,0.96,0.96
2020-04-29 14:00:00-07:00,23.55696822,24.28459658,23.82982885,23.46601467,0.909535452,23.45123556,23.1764164,0.916063889,56.3389514,0.916080511,24.4702196,0.913067896,0.90942137,0.910448169,0.936983677,0.924251199,0.904300071,0.904248094,0.904213257,0.90425667,84.58290862,0.903663554,0.911143232,0.928361877,0.922526141,0.932354227,0.932328803,61.51403979,0.923634231,0.916783584,0.931430631,0.932043637,0.92538187,0.916099165,0.945700274,0.945925639,0.943555635,0.905130411,0.931252945,0.939364281,0.951244519,0.948963326,0.930168086,0.930083185,0.930164317,0.930086971,0.899930322,0.922316597,115.7978766,0.925642499,0.924340379,0.937871555,0.938168066,0.928435119,0.933664871,0.952604438,0.941470336,0.934735181,0.94355128,0.958991763,0.958923379,0.947883756,0.96,0.96,0.958144643,0.88921973,0.909465705,0.956481412,48.53640784,48.44252697,0.938808662,0.938885252,88.33966919,0.938785007,89.03325672,87.34808467,0.936206695,47.9889636,47.9889636,86.21273112,47.9889636,0.930018674,0.933550232,0.930618532,0.922717369,0.92336342,171.7216785,0.9124425,48.17100377,0.933546585,0.913317684,0.908402207,0.95280769,47.10634066,48.90718669,48.33849847,0.947813695,0.942822589
2020-04-29 15:00:00-07:00,21.02816349,21.67768205,21.27173295,20.94697367,0.811898204,20.92722896,20.681988,0.817469881,50.51906439,0.821448201,21.8222205,0.814261959,0.812677552,0.81420443,0.833302071,0.821900024,0.808580423,0.808519505,0.808501345,0.808551318,75.56720837,0.80734197,0.818366162,0.83477054,0.830699134,0.835352401,0.83551738,55.38884379,0.831664321,0.827143425,0.834892955,0.84201772,0.834007785,0.821446785,0.843457676,0.843673977,0.841636178,0.804540138,0.831143221,0.838716169,0.850725552,0.847221052,0.830258807,0.830205863,0.830276214,0.830187072,0.806632918,0.827574322,103.939225,0.830849121,0.833372749,0.845549707,0.845992055,0.838912845,0.8435256,0.860675356,0.843803982,0.844528654,0.841611726,0.889083418,0.889070451,0.877697602,0.888406321,0.889483878,0.888924113,0.870468798,0.85673494,0.883600442,45.10858532,45.02133467,0.872506486,0.8725803,82.10252451,0.872502917,80.22339196,78.70496814,0.84356879,44.37278829,44.37278829,79.71623012,44.37278829,0.859937757,0.854442074,0.843663811,0.831356773,0.831810496,154.4872375,0.820867362,43.85935166,0.849987435,0.827361781,0.829849228,0.867583011,43.61812175,45.28561534,44.75903841,0.877628204,0.866599521
2020-04-29 16:00:00-07:00,16.81467168,17.33404378,17.00943622,16.74975017,0.649215123,16.71126759,16.51543243,0.65278389,40.6978913,0.66175433,17.44810167,0.65104857,0.651211113,0.653547131,0.664895591,0.656043049,0.649969221,0.649888704,0.649899062,0.649963675,60.68831808,0.648379467,0.660025046,0.673934962,0.672649469,0.676276624,0.676785446,44.84870647,0.673404001,0.670706269,0.67443139,0.689234659,0.673380722,0.66171732,0.675341612,0.675553954,0.675377343,0.648376067,0.667568613,0.673211494,0.673382424,0.672492684,0.666720775,0.666720787,0.666776029,0.666661256,0.650644577,0.669055105,83.92973271,0.670901141,0.673875979,0.682646274,0.68335944,0.67926201,0.685283867,0.695697259,0.68253103,0.686196102,0.675316088,0.692218146,0.692300388,0.73786427,0.718281567,0.718900278,0.740396282,0.631375538,0.672176059,0.73829009,38.04496848,37.97138053,0.735879468,0.735948545,69.24939667,0.735912823,70.22056101,68.89146522,0.738386551,37.25547236,37.25547236,66.92988929,37.25547236,0.722005278,0.711713341,0.693938353,0.671749746,0.671874589,126.234496,0.670746525,33.89645478,0.656908038,0.67455375,0.683904199,0.636763342,36.66841248,38.07022302,37.627546,0.73779502,0.665611578
2020-04-29 17:00:00-07:00,10.74606435,11.07798912,10.87053614,10.70457375,0.414905959,10.65634424,10.53146521,0.416263447,26.3565675,0.428562073,11.14502212,0.415859034,0.418329834,0.421701966,0.423741793,0.418409377,0.420461026,0.420335292,0.420392137,0.420491191,39.18397006,0.418632159,0.428311603,0.436964719,0.437000428,0.437884355,0.43900083,29.14053324,0.437545544,0.435563471,0.442387654,0.45980999,0.435006374,0.428463432,0.428768569,0.429008135,0.433704484,0.418587729,0.428421092,0.431856407,0.423641705,0.427115151,0.429025932,0.429108342,0.429148441,0.428975579,0.418940305,0.433822787,54.46961681,0.435408608,0.436897909,0.439956435,0.441193344,0.439736449,0.444072882,0.448230352,0.440147675,0.444958891,0.433575745,0.41665219,0.416894196,0.450067259,0.436538877,0.436415159,0.438573633,0.414367065,0.40820426,0.450694566,24.35706463,24.30995232,0.471123107,0.47118808,44.34137792,0.471215493,42.99060589,42.17690357,0.452056844,24.72988241,24.72988241,44.42752131,24.72988241,0.479261287,0.483117593,0.477517459,0.460912233,0.460529173,86.43820352,0.459289073,23.54838784,0.456364105,0.463775041,0.465414938,0.448210246,22.36457247,23.21955612,22.94956128,0.449991398,0.468496712
